Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2017,6,California,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,"chicken, other","liver, chicken",Chicken,,,,,
2016,5,California,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,10,0,8,0,8,"beans, unspecified",,Grains-Beans,,,,,
2017,9,California,Food,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,7,0,7,0,7,"burrito, beef",,Multiple,,,,,
2017,9,California,Food,Bacillus cereus; Staphylococcus aureus,,Confirmed; Confirmed,Private home/residence,4,1,4,0,4,shrimp scampi,,Multiple,,,,,
2017,3,California,Food,,,,Restaurant - other or unknown type,2,0,2,0,2,,,,,,,,
2017,11,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,,,,,,
2017,11,California,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"fish, escolar",,Fish,,,,,
2017,5,California,Food,Norovirus unknown,,Suspected,Banquet Facility (food prepared and served on-site),15,0,15,0,15,spinach,spinach,Vegetable Row Crops,,,,,
2017,11,California,Food,,,,Caterer (food prepared off-site from where served),12,0,12,0,12,"berries, unspecified",,Fruits,,,,,
2017,1,Washington,Food,Norovirus,,Suspected,"Fair, festival, other temp or mobile services",3,0,3,0,3,,,,,,,,
2017,12,Illinois,Food,Norovirus Genogroup II,GII.P16 - GII.2,Confirmed,Restaurant - Sit-down dining,20,0,15,0,20,,,,,,,,
2017,3,California,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,5,1,5,0,5,,,,,,,,
2016,12,California,Food,Trichinella spiralis,,Confirmed,Private home/residence,12,9,12,0,12,"pork, other; pork, other",pork; pork,Pork,,,,,
2017,5,California,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,3,1,3,0,3,"tuna, unspecified; tuna",tuna,Fish,,,,,
2018,1,Kansas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,1,Ohio,Food,Clostridium perfringens,,Confirmed,Long-term care/nursing home/assisted living facility,18,1,9,0,9,,,,,,,,
2017,8,Tennessee,Food,Salmonella enterica,Newport,Confirmed,Restaurant - other or unknown type,6,0,6,0,6,,,,,,,,
2018,1,Michigan,Food,Norovirus Genogroup II,GII.P33 - GII.1,Confirmed,School/college/university,166,2,166,0,166,,,,,,,,
2018,1,Michigan,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,6,0,3,0,3,,,,,,,,
2018,1,New York,Food,Scombroid toxin,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,red snapper,red snapper,Fish,,,,,
2018,1,Virginia,Food,Norovirus Genogroup II,GII.P16 - GII.2,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2017,10,Multistate,Food,Salmonella enterica,Newport,Confirmed,Unknown,24,6,21,1,21,"melon, unspecified",,Fruits,,,,,
2017,12,Georgia,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,"potato, baked; salad",,Multiple,,,,,
2017,12,Colorado,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,18,0,18,0,18,,,,,,,,
2018,1,Virginia,Food,Clostridium,,Confirmed,Restaurant - Sit-down dining,24,0,24,0,24,refried beans,,Multiple,,,,,
2016,10,Multistate,Food,Salmonella enterica,Newport,Confirmed,Private home/residence,107,43,89,1,84,ground beef,ground beef,Beef,,,,,
2018,1,Utah,Food,,,,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,,
2018,1,Ohio,Food,Clostridium perfringens,,Confirmed,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,,
2017,7,Texas,Food,"Escherichia coli, Shiga toxin-producing",unknown,Suspected,Unknown,4,0,4,0,4,,,,,,,,
2017,6,Arizona,Food,Streptococcus Group A,,Confirmed,Caterer (food prepared off-site from where served),62,0,62,0,62,pasta salad; hash browns,,Multiple,,,,,
2018,1,New York,Food,Scombroid toxin,,Confirmed,Grocery store,2,0,2,0,2,tuna salad,tuna,Fish,,,,,
2018,1,Connecticut,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant - Sit-down dining,11,0,11,0,11,"sandwich, unspecified",,Multiple,,,,,
2018,1,Minnesota,Food,Norovirus Genogroup II,GII.P7 - ,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,0,7,0,7,"tomato, unspecified",tomato,Seeded Vegetables,,,,,
2017,12,Georgia,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2018,1,Kansas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2018,1,Ohio,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,1,Ohio,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,8,1,1,0,8,,,,,,,,
2018,1,Minnesota,Food,Norovirus Genogroup II,GII.P7 - GII.7,Confirmed,Private home/residence; Grocery store,10,0,1,0,10,,,,,,,,
2018,1,New York,Food,Bacillus cereus; Staphylococcus aureus,,Confirmed; Confirmed,Caterer (food prepared off-site from where served),31,0,31,0,31,"lo mein, chicken",,Multiple,,,,,
2018,1,Texas,Food,,,,Restaurant - Sit-down dining,2,,0,,0,chicken enchiladas,,Multiple,,,,,
2018,1,Virginia,Food,Norovirus Genogroup I,GI.P6 - GI.6,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2017,6,Washington,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,"oysters, raw","oysters, raw",Mollusks,,,,,
2016,8,Multistate,Food,Salmonella enterica,Newport,Confirmed,Unknown,53,9,43,1,43,,,,,,,,
2018,1,Texas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,0,0,chicken wings,,Chicken,,,,,
2017,7,Washington,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,"oysters, raw","oysters, raw",Mollusks,,,,,
2018,1,Texas,Food,,,,Grocery store,2,0,0,0,0,meatballs,,Multiple,,,,,
2017,7,Washington,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,"oysters, raw","oysters, raw",Mollusks,,,,,
2018,1,Minnesota,Food,Norovirus Genogroup II,GII.P4 New Orleans - GII.4 untypeable,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2017,6,Washington,Food,Campylobacter jejuni,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,foie gras,,Other Poultry,,,,,
2017,8,Washington,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw","oysters, raw",Mollusks,,,,,
2018,2,Ohio,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2017,9,Washington,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,"oysters, raw","oysters, raw",Mollusks,,,,,
2017,9,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,"oysters, raw","oysters, raw",Mollusks,,,,,
2018,1,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,16,3,16,0,16,smoked chicken,chicken,Chicken,,,,,
2017,10,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2017,11,Washington,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,13,0,10,0,10,"oysters, raw","oysters, raw",Mollusks,,,,,
2017,12,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,68,0,68,0,68,,,,,,,,
2017,12,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,23,0,23,0,23,,,,,,,,
2017,10,California,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O26; O157,Confirmed; Confirmed,Other,244,29,244,0,244,,,,,,,,
2017,7,Washington,Food,Vibrio vulnificus,,Suspected,Private home/residence,2,1,2,0,2,"fish, tilapia","fish, tilapia",Fish,,,,,
2017,9,Florida,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2018,1,Wisconsin,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,5,0,0,0,0,,,,,,,,
2017,12,Michigan,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",5,0,5,0,5,,,,,,,,
2017,12,Michigan,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",4,0,4,0,4,,,,,,,,
2017,12,Michigan,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",2,0,2,0,2,,,,,,,,
2017,12,Michigan,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",2,0,2,0,2,,,,,,,,
2017,5,Multistate,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica,Agona; Gaminara; Kiambu; Thompson; Senftenberg,Confirmed; Confirmed; Confirmed; Confirmed; Confirmed,Private home/residence; Long-term care/nursing home/assisted living facility,213,68,169,1,169,papaya,,Fruits,,,,,
2017,7,Multistate,Food,Salmonella enterica; Salmonella enterica,Infantis; Newport,Confirmed; Confirmed,Private home/residence,4,2,4,0,4,papaya,,Fruits,,,,,
2017,7,Multistate,Food,Salmonella enterica,Urbana,Confirmed,Unknown,7,4,7,0,7,papaya,,Fruits,,,,,
2017,12,Michigan,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",5,0,5,0,5,,,,,,,,
2017,12,Washington,Food,Norovirus Genogroup I; Norovirus Genogroup II,,Suspected; Confirmed,Restaurant - Sit-down dining,420,3,420,0,420,,,,,,,,
2018,1,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,,
2018,1,Florida,Food,Clostridium perfringens,,Suspected,Private home/residence,33,0,33,0,33,"steak, beef tips","steak, beef tips",Beef,,,,,
2017,12,Georgia,Food,,,,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2017,10,Multistate,Food,Listeria monocytogenes,,Confirmed,Unknown,3,3,3,0,3,caramel apple,,Multiple,,,,,
2018,2,Ohio,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,,,,,,
2017,10,Washington,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",16,0,16,0,16,,,,,,,,
2017,10,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2017,3,Colorado,Food,Norovirus unknown,,Suspected,Restaurant - Buffet,8,0,8,0,8,,,,,,,,
2018,1,Michigan,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,17,0,17,0,0,,,,,,,,
2018,2,Texas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,0,0,,,,,,,,
2018,2,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Buffet,11,0,11,0,11,,,,,,,,
2017,12,Colorado,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,52,0,52,0,52,,,,,,,,
2018,2,Wisconsin,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2017,4,Florida,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,"stew, beef; rice and beans; yucca","beef; garlic; oregano; pepper, ground; potatoes; salt; tomato; beans; rice; vegetables, unspecified; oil; onion; vinegar; root (eg. potato)",Multiple,,,,,
2018,1,Connecticut,Food,Norovirus Genogroup II,GII.P16 - GII.12,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,chicken tenders,,Multiple,,,,,
2018,2,Connecticut,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Other,9,0,9,0,9,cake,,Multiple,,,,,
2017,7,Maryland,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2017,11,Colorado,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - other or unknown type,33,3,33,1,33,taco combo meal,,Multiple,,,,,
2017,12,Oregon,Food,Salmonella enterica,Newport,Confirmed,Grocery store,7,2,7,0,7,,,,,,,,
2018,1,Pennsylvania,Food,Campylobacter jejuni,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,1,Florida,Food,Salmonella unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,milkshake,,Multiple,,,,,
2018,2,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,45,0,17,0,45,,,,,,,,
2017,12,Maryland,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2017,7,Maryland,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,10,0,8,0,8,,,,,,,,
2017,10,Maryland,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2017,10,Maryland,Food,,,,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2017,12,Maryland,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,1,New York,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2018,2,Florida,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,10,0,10,0,10,"shredded lettuce; onions; tomatoes; guacamole; peppers, bell",lettuce; onion; tomato; avocado; guacamole; peppers,Multiple,,,,,
2017,4,Maryland,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - other or unknown type,7,5,7,0,7,,,,,,,,
2017,2,Maryland,Food,Norovirus Genogroup II,GII.2,Confirmed,Other,7,0,7,0,7,,,,,,,,
2017,10,Colorado,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2017,7,Colorado,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,2,Texas,Food,Salmonella enterica,unknown,Suspected,Caterer (food prepared off-site from where served),8,0,0,0,0,,,,,,,,
2018,1,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,2,2,2,0,2,turkey and stuffing,turkey; stuffing,Multiple,,,,,
2018,1,South Carolina,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,8,0,5,0,8,,,,,,,,
2017,12,Maryland,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2018,2,Tennessee,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,5,0,5,chicken,hot sauce,Other,,,,,
2018,2,Minnesota,Food,Norovirus Genogroup II,GII.P16 - ,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Hotel/motel; Restaurant - Buffet",10,0,10,0,10,,,,,,,,
2018,2,Ohio,Food,,,,Restaurant - Sit-down dining,7,0,4,0,4,,,,,,,,
2015,11,Multistate,Food,Listeria monocytogenes,,Confirmed,,38,31,36,2,32,,,,,,,,
2017,3,Michigan,Food,,,,Restaurant - Sit-down dining,9,1,9,0,9,"salsa, unspecified; chips, tortilla",n/a; n/a,Multiple,,,,,
2017,8,Michigan,Food,,,,Private home/residence; Caterer (food prepared off-site from where served),15,0,15,0,15,,,,,,,,
2018,2,New York,Food,,,,Restaurant - Buffet,2,0,2,0,2,,,,,,,,
2017,8,Michigan,Food,,,,Other,4,0,4,0,4,"shrimp, unspecified",shrimp,Crustaceans,,,,,
2017,11,Michigan,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,"rice, spanish",rice,Grains-Beans,,,,,
2018,1,Rhode Island,Food,Norovirus Genogroup II,unknown - unknown,Suspected,Restaurant - Sit-down dining,36,2,26,0,26,salad bar,,Unclassifiable,,,,,
2017,9,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,4,0,4,0,4,,,,,,,,
2018,2,Rhode Island,Food,Norovirus unknown,,Suspected,Restaurant - other or unknown type,5,1,5,0,5,cake,strawberries; frosting/icing,Multiple,,,,,
2018,2,Ohio,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,12,0,12,0,12,,,,,,,,
2018,2,Ohio,Food,Norovirus Genogroup II,GII.P12 - GII.3,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2017,9,Vermont,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Farm/dairy,2,1,2,0,2,"ground beef, hamburger","beef, raw",Beef,,,,,
2017,9,Arizona,Food,Campylobacter,,Confirmed,Restaurant - Sit-down dining,2,2,2,0,2,,,,,,,,
2017,4,Pennsylvania,Food,Salmonella enterica,Typhimurium,Confirmed,Banquet Facility (food prepared and served on-site),18,0,17,0,17,,,,,,,,
2017,9,Idaho,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,6,2,6,0,6,,,,,,,,
2017,10,Alabama,Food,"Escherichia coli, Enteropathogenic; Escherichia coli, Enterotoxigenic; Clostridium perfringens",unknown; unknown; ,Suspected; Suspected; Confirmed,Caterer (food prepared off-site from where served),90,0,90,0,90,"chicken, pulled",,Chicken,,,,,
2017,6,Alabama,Food,Salmonella enterica; Salmonella enterica,Enteritidis; unknown,Suspected; Confirmed,Restaurant - other or unknown type,4,3,4,0,4,"chicken, curry",,Multiple,,,,,
2017,4,Idaho,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"lettuce, unspecified; oysters, steamed; tuna filets (albacore and ahi tuna)",lettuce; oysters; tuna,Multiple,,,,,
2017,3,Alabama,Food,,,,School/college/university,12,0,1,0,0,,,,,,,,
2016,12,Vermont,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,5,1,5,0,5,chicken liver pate,"liver, chicken",Chicken,,,,,
2018,2,Texas,Food,Salmonella enterica,unknown,Suspected,Caterer (food prepared off-site from where served),2,,0,,0,,,,,,,,
2017,8,Washington,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,8,1,6,0,6,"oysters, raw",shellfish,Multiple,,,,,
2018,2,New York,Food,,,,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2018,2,New York,Food,Salmonella enterica,Saintpaul,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,5,0,5,,,,,,,,
2018,2,Florida,Food,Norovirus Genogroup I,,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,salads,"chicken; cucumber; leafy green; olives, black; peppers, green; peppers, red; romaine lettuce; spinach",Multiple,,,,,
2017,8,Washington,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),15,,0,,0,chicken,,Chicken,,,,,
2017,7,Washington,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),20,0,1,0,1,roast beef,roast beef,Beef,,,,,
2017,12,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw","oysters, raw",Mollusks,,,,,
2017,8,Washington,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - Sit-down dining,7,1,7,0,7,"ribs, beef",,Beef,,,,,
2017,5,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,,,,,,,,
2017,3,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2017,8,Washington,Food,Other - Chemical/Toxin,,Confirmed,Restaurant - Sit-down dining,26,,0,,0,cranberry beans,,Grains-Beans,,,,,
2017,9,Washington,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,pinto beans,pinto beans,Grains-Beans,,,,,
2017,7,Washington,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw",,Mollusks,,,,,
2017,7,Washington,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,"oysters, raw","oysters, raw",Mollusks,,,,,
2017,6,Washington,Food,Campylobacter jejuni,,Confirmed,Private home/residence; Grocery store,2,0,2,0,2,,,,,,,,
2018,2,Kansas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,,,,,,
2018,2,Kansas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2018,2,New York,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2017,6,Utah,Food,Campylobacter jejuni,,Suspected,Private home/residence,5,0,5,0,5,"goat milk, unpasteurized",,Dairy,,,,,
2018,2,Florida,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"fish, reef unspecified","fish, reef unspecified",Fish,,,,,
2018,2,Ohio,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,"salad, pre-prepared",,Multiple,,,,,
2018,2,Florida,Food,Bacillus cereus,,Suspected,Caterer (food prepared off-site from where served),6,0,6,0,6,,,,,,,,
2017,12,Washington DC,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Caterer (food prepared off-site from where served),52,1,51,0,51,,,,,,,,
2017,10,Utah,Food,Salmonella enterica,Typhimurium,Confirmed,Farm/dairy,3,1,3,0,3,raw milk,,Dairy,,,,,
2017,10,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,13,0,13,0,13,,,,,,,,
2017,12,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2017,1,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,2,Georgia,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,shredded chicken,chicken,Chicken,,,,,
2018,2,Georgia,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,20,0,20,0,20,,,,,,,,
2017,9,Arizona,Food,Campylobacter coli,,Confirmed,Long-term care/nursing home/assisted living facility,8,2,8,0,8,,,,,,,,
2018,1,Oregon,Food,Campylobacter coli,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,oysters,oysters,Mollusks,,,,,
2018,3,Pennsylvania,Food,,,,Other,8,0,8,0,8,,,,,,,,
2016,11,California,Food,Clostridium perfringens,,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),23,3,22,3,22,turkey,,Turkey,,,,,
2018,2,Georgia,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,10,0,10,0,10,"pizza, pepperoni; chicken, hot wings",,Multiple,,,,,
2017,11,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,"ribs, beef","ribs, beef",Beef,,,,,
2017,5,California,Food,Norovirus Genogroup II,GII.P16 - GII.2,Confirmed,Caterer (food prepared off-site from where served); Grocery store,19,0,19,0,19,,,,,,,,
2017,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,6,0,6,pasta salad,shrimp,Crustaceans,,,,,
2018,2,Florida,Food,,,,Other,5,0,4,0,5,,,,,,,,
2017,1,Indiana,Food,Campylobacter unknown,,Confirmed,Other,4,0,4,0,4,turkey,,Turkey,,,,,
2017,3,California,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2017,2,California,Food,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",8,0,0,0,8,chicken,chicken,Chicken,,,,,
2017,12,California,Food,Salmonella enterica,Anatum,Confirmed,Office/indoor workplace,4,0,3,0,4,"sandwich, chicken",chicken,Chicken,,,,,
2017,4,California,Food,Norovirus unknown,,Confirmed,Caterer (food prepared off-site from where served); Other,79,0,79,0,79,dessert unspecified,sauces/ dressings,Multiple,,,,,
2017,8,California,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2018,2,Georgia,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,,,,,,,,
2017,9,Maine,Food,Norovirus Genogroup II,unknown - unknown,Suspected,Caterer (food prepared off-site from where served),24,1,24,0,24,,,,,,,,
2018,3,New York,Food,,,,Restaurant - Sit-down dining,7,1,7,0,7,caesar salad,,Multiple,,,,,
2017,12,Connecticut,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2017,8,Wyoming,Food,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,Unknown,3,2,3,0,3,,,,,,,,
2017,6,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Other,3,0,3,0,3,chicken,,Chicken,,,,,
2017,12,Wisconsin,Food,Salmonella enterica,Newport,Confirmed,Private home/residence,3,2,3,0,3,"ground beef, raw",ground beef,Beef,,,,,
2017,5,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,5,2,5,0,5,chicken,,Chicken,,,,,
2017,9,Illinois,Food,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type,3,0,3,0,3,,,,,,,,
2017,12,Colorado,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,44,0,44,0,44,,,,,,,,
2018,1,Utah,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,15,1,15,0,15,,,,,,,,
2018,3,Utah,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,9,0,2,0,2,,,,,,,,
2018,1,Mississippi,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Restaurant - Sit-down dining,60,0,60,0,60,,,,,,,,
2018,2,Mississippi,Food,Norovirus Genogroup II,unknown - unknown,Confirmed,Private home/residence; Grocery store,24,0,24,0,24,,,,,,,,
2017,12,Mississippi,Food,Clostridium perfringens,,Suspected,Hotel/motel,11,,,0,,,,,,,,,
2018,3,Virginia,Food,Histamine,,Suspected,Other healthcare facility,4,0,4,0,4,"fish, tuna",tuna,Fish,,,,,
2017,3,New Jersey,Food,,,,Restaurant - Buffet,30,0,,0,,,,,,,,,
2017,6,New Jersey,Food,,,,Restaurant - other or unknown type,16,0,16,0,16,,,,,,,,
2017,11,New Jersey,Food,Salmonella,,Confirmed,Long-term care/nursing home/assisted living facility,3,3,3,0,,,,,,,,,
2017,11,New Jersey,Food,Norovirus,,Suspected,Caterer (food prepared off-site from where served),18,0,18,0,18,,,,,,,,
2017,12,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,School/college/university,3,3,3,0,3,mixed green salad,,Vegetable Row Crops,,,,,
2018,3,Texas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2018,3,Connecticut,Food,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,12,0,12,0,12,salad; pizza,,Multiple,,,,,
